FAC_US_CANADA_BORDER_FLG,GLOBALID,OBJECTID,SOURCE_ID,EPA_SYSTEM,REGISTRY_ID,STATUTE,RCR_NAME,RCR_STREET,RCR_CITY,RCR_STATE,RCR_STATE_DISTRICT,RCR_ZIP,RCR_COUNTY,RCR_EPA_REGION,RCR_STATUS,RCR_INDIAN_CNTRY_FLG,RCR_TRIBAL_LAND_CODE,FAC_FIPS_CODE,FAC_LAT,FAC_LONG,FAC_US_MEX_BORDER_FLG,RCR_IMP_WATER_FLG,RCRA_UNIVERSE,RCRA_NAICS,FAC_SIC_CODES,FAC_PERCENT_MINORITY,FAC_POPULATION_DENSITY,FAC_FEDERAL_AGENCY_CODE,CHESAPEAKE_BAY_FLAG,AIR_IDS,CWA_IDS,RCRA_IDS,TRI_IDS,SDWA_IDS,RCRA_CASE_IDS,RCRA_CURR_SNC,RCRA_CURR_COMPL_STATUS,RCRA_QTRS_IN_SNC,RCRA_QTRS_IN_NC,RCRA_CURR_VIOLATION_TYPES,RCRA_INSP_CNT,RCRA_LAST_INSPECTION_DATE,RCRA_DAYS_LAST_INSPECTION,RCRA_IEA_CNT,RCRA_LAST_IEA_DATE,RCRA_FEA_CNT,RCRA_LAST_FEA_DATE,RCRA_PENALTIES,RCRA_LAST_PENALTY_DATE,RCRA_LAST_INSP_DATE_EPA,RCRA_LAST_INSP_DATE_STATE,RCRA_LAST_FEA_DATE_EPA,RCRA_LAST_FEA_DATE_STATE,RCRA_LAST_IEA_DATE_EPA,RCRA_LAST_IEA_DATE_STATE,FAC_TRI_REPORTER,FAC_TRI_ON_SITE_RELEASES,FAC_DERIVED_HUC,FAC_DERIVED_WBD,FAC_DERIVED_WBD_NAME,FAC_MAP_FLG,FAC_MAP_ICON,LAST_VIOLATION_DATE,CURRENT_VIO_CNT,FAC_FEDERAL_AGENCY_NAME,FAC_TRI_OFF_SITE_TRANSFERS,RCR_FIPS_CODE,RCR_LAND_TYPE_CODE,RCR_OLDEST_OPEN_VIO_DATE,FAC_TRI_LAND_RELEASES,RCRA_MAP_ICON,EJSCREEN_FLAG_US,PCTILE_PCTPRE1960_US,PCTILE_DPM_US,PCTILE_CANCER_US,PCTILE_RESP_US,PCTILE_TRAFFIC_SCORE_US,PCTILE_PROXIMITY_NPDES_US,PCTILE_PROXIMITY_NPL_US,PCTILE_PROXIMITY_RMP_US,PCTILE_PROXIMITY_TSDF_US,PCTILE_O3_US,PCTILE_PM_US,MAX_PCTILE_US,DFR_URL
,,,,,,,,,,,,,,,,,,36103,40.782759999999996,-72.86438,,,Other,452990,,29.473000000000003,2253.3,,,,,NYR000216648,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020601,Forge River-Moriches Bay,Y,RCRA-IA-MN-N.png,,,,,36103,Private,,,RCRA-IA-MN-N.png,Y,57,61,43,28,41,26,81,14,51,86,29,86,http://echo.epa.gov/detailed-facility-report?fid=110063688148
,,,,,,,,,,,,,,,,,,36059,40.755579999999995,-73.55502,,,Other,,,41.353,4964.28,,,,,NYD054992839,,,,No,No Violation Identified,0,0,NA,0,8.25552E+11,10768,0,,0,,0,,8.25552E+11,,,,,,,,02030202,020302020203,Freeport Creek,Y,RCRA-IA-MN-G.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-G.png,N,67,59,25,45,58,27,67,57,60,65,34,67,http://echo.epa.gov/detailed-facility-report?fid=110004359765
,,,,,,,,,,,,,,,,,,36059,40.59362,-73.632931,,,VSQG,61111,,22.476000000000003,5055.12,,,,,NYD100380120 NYP000969329 NYR000005488,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020205,Milburn Creek-Middle Bay,Y,RCRA-IC-MN-N.png,,,,,36059,District,,,RCRA-IC-MN-N.png,N,50,43,18,39,37,41,47,9,28,53,18,53,http://echo.epa.gov/detailed-facility-report?fid=110000808500
,,,,,,,,,,,,,,,,,,36059,40.80175,-73.65164,,,VSQG,,,23.476000000000003,2915.38,,,,,NYD987030707,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010103,Glen Cove Creek-Hempstead Harbor,Y,RCRA-IC-MN-N.png,,,,,36059,Private,,,RCRA-IC-MN-N.png,N,66,67,66,49,59,72,73,35,57,72,47,73,http://echo.epa.gov/detailed-facility-report?fid=110004502486
,,,,,,,,,,,,,,,,,,36103,40.77708,-73.28879,,,SQG,541430,,60.946000000000005,3910.63,,,,,NYR000198853,,,,No,No Violation Identified,0,0,NA,0,1.46794E+12,3333,0,1.46889E+12,0,,0,,,1.46794E+12,,,,1.46889E+12,,,02030202,020302020403,Sampawams Creek,Y,RCRA-IC-MN-G.png,,,,,36103,Private,,,RCRA-IC-MN-G.png,Y,0,82,84,29,90,15,91,66,90,92,56,92,http://echo.epa.gov/detailed-facility-report?fid=110055064255
,,,,,,,,,,,,,,,,,,36059,40.70684,-73.68866,,,Other,56291,,56.01,9978.99,,,,,NYR000074112,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020101,Hook Creek-Head of Bay,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,83,77,73,57,76,42,82,34,64,80,53,83,http://echo.epa.gov/detailed-facility-report?fid=110064315076
,,,,,,,,,,,,,,,,,,09001,41.20392,-73.11819,,,LQG,334519 334513,3823 3829,41.492000000000004,3732.23,,,CT0000000900107962,CTCIU0009 CTGSI1880 CTP000023 CTSIU0078,CTD001840974,06497DRSSR250EA,,,No,No Violation Identified,0,3,"261.A, 262.A, 262.B, 262.C, 265.A, 273.B, NA",1,1.69102E+12,751,1,1.70718E+12,0,9.58349E+11,0,9.58349E+11,1.69102E+12,1.5349E+12,,9.58349E+11,1.70718E+12,1.10177E+12,B,0,01100005,011000051302,Housatonic River-Frontal Long Island Sound,Y,RCRA-IC-MN-3.png,,,,25,09001,Private,,,RCRA-IC-MN-3.png,N,70,58,29,48,62,63,72,61,69,72,45,72,http://echo.epa.gov/detailed-facility-report?fid=110000610973
,,,,,,,,,,,,,,,,,,36081,40.77372,-73.79799,,,Other,,,65.78,17507.61,,,,,NYP004803904,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020301020105,Westchester Creek-East River,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,N,69,66,63,66,53,68,63,18,62,66,48,69,http://echo.epa.gov/detailed-facility-report?fid=110069663402
,,,,,,,,,,,,,,,,,,36103,40.84106,-73.30934,,,VSQG,447110,,15.394,2597.82,,,,,NYD982727539,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020403,Sampawams Creek,Y,RCRA-IC-MN-N.png,,,,,36103,Private,,,RCRA-IC-MN-N.png,N,22,18,4,25,16,2,20,7,22,24,9,25,http://echo.epa.gov/detailed-facility-report?fid=110004428646
,,,,,,,,,,,,,,,,,,36081,40.66384,-73.80647,,,Other,,,88.161,15383.41,C6905,,,,NY1690511430,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,Transportation: Federal Aviation Administration,,36081,Federal,,,RCRA-IA-MN-N.png,N,0,,,,0,0,0,0,0,0,0,0,http://echo.epa.gov/detailed-facility-report?fid=110006880633
,,,,,,,,,,,,,,,,,,36081,40.723689,-73.789055,,,Other,,,78.301,22276.87,,,,,NYP004349106,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020301020104,Flushing Creek-Flushing Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,N,73,69,65,69,68,71,63,13,61,68,47,73,http://echo.epa.gov/detailed-facility-report?fid=110056500816
,,,,,,,,,,,,,,,,,,36103,40.893885999999995,-72.943621,,,Other,,,32.684000000000005,1244.8700000000001,,,,,NYD982271892,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020302,Carmans River,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,38,31,23,16,34,15,58,8,30,62,20,62,http://echo.epa.gov/detailed-facility-report?fid=110004417676
,,,,,,,,,,,,,,,,,,36081,40.705200000000005,-73.7971,,,Other,561621,,82.491,22650.4,,,,,NYD987028909,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,93,97,91,93,96,0,91,29,93,95,79,97,http://echo.epa.gov/detailed-facility-report?fid=110004501370
,,,,,,,,,,,,,,,,,,36005,40.818729999999995,-73.806567,,,LQG,48849,,63.128,15462.78,,,,,NYD982796435 NYR000154245,,,02-2008-0848,No,No Violation Identified,0,0,NA,0,1.25548E+12,5792,0,1.25686E+12,0,,0,,,1.25548E+12,,,,1.25686E+12,,,02030102,020301020201,Hutchinson River-Eastchester Bay,Y,RCRA-IC-MN-G.png,,,,,36005,State,,,RCRA-IC-MN-G.png,Y,69,71,80,79,69,74,65,33,68,72,58,80,http://echo.epa.gov/detailed-facility-report?fid=110019075766
,,,,,,,,,,,,,,,,,,36081,40.740353999999996,-73.807409,,,Other,,,70.155,24622.74,,,,,NYP004746780,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020301020104,Flushing Creek-Flushing Bay,Y,RCRA-IA-MN-N.png,,,,,36061,Private,,,RCRA-IA-MN-N.png,Y,92,92,85,89,93,94,86,29,90,91,75,94,http://echo.epa.gov/detailed-facility-report?fid=110067697237
,,,,,,,,,,,,,,,,,,09001,41.036339999999996,-73.5951,,,Other,,,40.944,3050.73,,,,,CTD001449354,,,,No,No Violation Identified,0,0,NA,0,5.4985E+11,13959,0,,0,,0,,,5.4985E+11,,,,,,,01100006,011000060402,Mianus River,Y,RCRA-IA-MN-G.png,,,,,09001,Not Indian/Unknown,,,RCRA-IA-MN-G.png,Y,68,66,36,56,77,72,61,27,76,81,61,81,http://echo.epa.gov/detailed-facility-report?fid=110003010054
,,,,,,,,,,,,,,,,,,36081,40.69985,-73.80973,,,Other,,,78.86800000000001,23625.88,,,,,NYP004193470,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,93,93,86,90,94,0,88,26,91,91,75,94,http://echo.epa.gov/detailed-facility-report?fid=110041664963
,,,,,,,,,,,,,,,,,,36081,40.73898,-73.79462,,,Other,,,72.02300000000001,21299.100000000002,,,,,NYP004362497,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020301020104,Flushing Creek-Flushing Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,78,87,79,85,88,89,83,25,81,87,69,89,http://echo.epa.gov/detailed-facility-report?fid=110060180897
,,,,,,,,,,,,,,,,,,36059,40.701859999999996,-73.59092,,,Other,,,62.67,7684.85,,,,,NY0000075820,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020205,Milburn Creek-Middle Bay,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,92,86,44,67,84,62,89,62,72,90,60,92,http://echo.epa.gov/detailed-facility-report?fid=110007983003
,,,,,,,,,,,,,,,,,,36059,40.819007,-73.625455,,,VSQG,,,25.435000000000002,2194.59,,,,,NYD986968014,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010103,Glen Cove Creek-Hempstead Harbor,Y,RCRA-IC-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IC-MN-N.png,N,33,29,7,30,27,33,36,12,27,35,18,36,http://echo.epa.gov/detailed-facility-report?fid=110004475069
,,,,,,,,,,,,,,,,,,36081,40.75928,-73.71286,,,LQG,221112 531311,6513,47.427,8296.72,,,NY0000002630700339,,NYD105103279,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302010101,Alley Creek-Little Neck Bay,Y,RCRA-IC-MN-N.png,,,,,36081,Private,,,RCRA-IC-MN-N.png,N,19,42,54,45,40,41,41,10,39,42,23,54,http://echo.epa.gov/detailed-facility-report?fid=110001581093
,,,,,,,,,,,,,,,,,,36103,40.774592,-73.096744,,,Other,,,12.898000000000001,2491.13,,,,,NYD982721284,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020305,Brown Creek-Great South Bay,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,48,62,35,23,59,24,77,47,55,75,30,77,http://echo.epa.gov/detailed-facility-report?fid=110004426853
,,,,,,,,,,,,,,,,,,36059,40.67839,-73.43886,,,Other,44711,,28.043000000000003,6207.55,,,,,NYD986956951,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020202,Seaford Creek-South Oyster Bay,Y,RCRA-IA-MN-N.png,,,,,36059,Private,,,RCRA-IA-MN-N.png,N,33,31,8,31,32,33,34,10,27,35,11,39,http://echo.epa.gov/detailed-facility-report?fid=110004469129
,,,,,,,,,,,,,,,,,,36103,40.71282,-73.37374,,,Other,,,40.168,5031.43,,,,,NY0000031393,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020406,Santapogue Creek-Great South Bay,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,67,67,31,50,69,69,71,24,65,72,31,72,http://echo.epa.gov/detailed-facility-report?fid=110006092389
,,,,,,,,,,,,,,,,,,36103,40.78515,-73.11166,,,Other,,,15.329,2431.04,,,,,NYD986995702,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,7.44422E+11,0,7.44422E+11,,,,7.44422E+11,,,,,02030202,020302020401,Connetquot River,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,48,62,35,23,59,24,77,47,55,75,30,77,http://echo.epa.gov/detailed-facility-report?fid=110004487396
,,,,,,,,,,,,,,,,,,36119,41.124536,-73.70806,,,Other,,,10.608,488.06,,,,,NYP005243266,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,01100006,011000060403,Byram River,Y,RCRA-IA-MN-N.png,,,,,36119,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,33,30,9,32,34,11,20,21,18,39,24,39,http://echo.epa.gov/detailed-facility-report?fid=110070595295
,,,,,,,,,,,,,,,,,,36119,40.89056,-73.79565,,,Other,,,79.03500000000001,12673.300000000001,,,,,NYP004774527,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020203,East Creek-Mamaroneck Harbor,Y,RCRA-IA-MN-N.png,,,,,36119,Private,,,RCRA-IA-MN-N.png,N,64,62,61,63,60,54,48,43,60,64,50,64,http://echo.epa.gov/detailed-facility-report?fid=110069688038
,,,,,,,,,,,,,,,,,,36059,40.749186,-73.617924,,,Other,,,48.789,5386.1900000000005,,,,,NYD981564404,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020204,Mill River,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,54,50,15,38,49,18,53,31,43,52,26,54,http://echo.epa.gov/detailed-facility-report?fid=110004410263
,,,,,,,,,,,,,,,,,,36103,40.81164,-73.27204,,,Other,,,51.099000000000004,2953.69,,,,,NYD987022647,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020402,Orowoc Creek-Great Cove,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,26,45,16,38,50,4,53,29,52,53,21,53,http://echo.epa.gov/detailed-facility-report?fid=110004498320
,,,,,,,,,,,,,,,,,,36119,40.928512999999995,-73.793853,,,Other,,,49.458000000000006,8138.59,,,,,NYP004319554,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020203,East Creek-Mamaroneck Harbor,Y,RCRA-IA-MN-N.png,,,,,36119,Private,,,RCRA-IA-MN-N.png,Y,82,77,73,79,67,73,64,64,74,81,69,82,http://echo.epa.gov/detailed-facility-report?fid=110060161453
,,,,,,,,,,,,,,,,,,36119,40.97257,-73.7428,,,Other,,,21.089000000000002,3102.2400000000002,,,,,NYP004210860,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020202,Sheldrake River-Mamaroneck River,Y,RCRA-IA-MN-N.png,,,,,36119,Private,,,RCRA-IA-MN-N.png,N,42,54,67,62,50,47,38,44,48,55,38,67,http://echo.epa.gov/detailed-facility-report?fid=110042420083
,,,,,,,,,,,,,,,,,,36081,40.79539,-73.80315,,,Other,,,62.664,16969.37,,,,,NYP004533980,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020301020105,Westchester Creek-East River,Y,RCRA-IA-MN-N.png,,,,,36061,Private,,,RCRA-IA-MN-N.png,N,47,53,57,55,23,54,49,15,52,53,36,57,http://echo.epa.gov/detailed-facility-report?fid=110063779246
,,,,,,,,,,,,,,,,,,09001,41.05502,-73.52725,,,Other,,,46.731,5456.34,,,,,CTD983866963,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,01100006,011000060404,Fivemile River,Y,RCRA-IA-MN-N.png,,,,,09001,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,79,86,97,87,91,87,80,53,89,92,73,97,http://echo.epa.gov/detailed-facility-report?fid=110002486596
,,,,,,,,,,,,,,,,,,36081,40.75242,-73.79015,,,Other,,,67.156,18164.47,,,,,NYP004724191,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020301020104,Flushing Creek-Flushing Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,85,82,75,82,76,84,79,23,76,82,63,85,http://echo.epa.gov/detailed-facility-report?fid=110067692018
,,,,,,,,,,,,,,,,,,36081,40.663243,-73.80226,,,Other,,,88.851,14702.07,,,,,NY0000935668,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,0,,,,0,0,0,0,0,0,0,0,http://echo.epa.gov/detailed-facility-report?fid=110007989613
,,,,,,,,,,,,,,,,,,36059,40.75564,-73.58855,,,Other,,,43.723,4213.02,,,,,NYR000091363,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020203,Freeport Creek,Y,RCRA-IA-MN-N.png,,,,,36059,Private,,,RCRA-IA-MN-N.png,N,63,69,31,50,64,33,73,57,64,73,43,73,http://echo.epa.gov/detailed-facility-report?fid=110008113353
,,,,,,,,,,,,,,,,,,36119,40.923024,-73.78782,,,VSQG,,7212,51.011,7979.96,,,NY0000003551000306,,NYD986947398,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020203,East Creek-Mamaroneck Harbor,Y,RCRA-IC-MN-N.png,,,,,36119,Not Indian/Unknown,,,RCRA-IC-MN-N.png,N,69,64,63,65,51,57,51,51,61,67,52,69,http://echo.epa.gov/detailed-facility-report?fid=110012590339
,,,,,,,,,,,,,,,,,,09001,41.138994,-73.328154,,,SQG,,,10.279,1314.07,,,,,CTD983878232,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,01100006,011000060303,Rooster River-Frontal Long Island Sound,Y,RCRA-IC-MN-N.png,,,,,09001,Not Indian/Unknown,,,RCRA-IC-MN-N.png,N,31,24,10,7,20,0,35,20,30,43,22,43,http://echo.epa.gov/detailed-facility-report?fid=110002490867
,,,,,,,,,,,,,,,,,,09001,41.19623,-73.43074,,,Other,,,10.124,716.14,,,,,CTD983878604,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,01100006,011000060202,Norwalk River-Frontal Norwalk Harbor,Y,RCRA-IA-MN-N.png,,,,,09001,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,44,37,23,15,39,16,56,29,49,63,37,63,http://echo.epa.gov/detailed-facility-report?fid=110002491143
,,,,,,,,,,,,,,,,,,36081,40.692665,-73.775075,,,Other,,,91.376,19752.13,,,,,NYP004380085,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,94,92,85,89,86,0,86,28,90,91,72,94,http://echo.epa.gov/detailed-facility-report?fid=110060190056
,,,,,,,,,,,,,,,,,,36059,40.78803,-73.45521,,,Other,334413,3679,18.281000000000002,2671.79,,,NY0000001282402718,NYR00G254,NYD107879553 NYN008001323,11803RFLXL35SSE,,02-1997-0013 NY000A0000128240271800303,No,No Violation Identified,0,0,NA,0,7.94707E+11,11125,0,,0,,0,,7.94707E+11,,,,,,P,,02030202,020302020201,Massapequa Creek,Y,RCRA-IA-MN-G.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-G.png,N,37,55,23,43,58,24,64,37,56,63,31,64,http://echo.epa.gov/detailed-facility-report?fid=110002093804
,,,,,,,,,,,,,,,,,,36103,40.81293,-73.080742,,,VSQG,44611,,17.091,3112.35,,,,,NYR000113530,,,,No,No Violation Identified,0,0,NA,0,1.16951E+12,6787,0,1.17193E+12,0,,0,,,1.16951E+12,,,,1.17193E+12,,,02030202,020302020305,Brown Creek-Great South Bay,Y,RCRA-IC-MN-G.png,,,,,36103,Private,,,RCRA-IC-MN-G.png,N,43,43,22,15,59,14,60,30,49,59,21,60,http://echo.epa.gov/detailed-facility-report?fid=110014359835
,,,,,,,,,,,,,,,,,,36059,40.78026,-73.73261,,,Other,,,42.925000000000004,7002.42,,,,,NYD982274672,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010101,Alley Creek-Little Neck Bay,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,83,81,75,81,74,84,84,28,77,83,62,84,http://echo.epa.gov/detailed-facility-report?fid=110004418292
,,,,,,,,,,,,,,,,,,36059,40.749539999999996,-73.64003,,,Other,,,38.329,5651.88,,,,,NYR000104604,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020204,Mill River,Y,RCRA-IA-MN-N.png,,,,,36059,Private,,,RCRA-IA-MN-N.png,N,74,71,68,52,68,35,76,43,68,75,47,76,http://echo.epa.gov/detailed-facility-report?fid=110012262924
,,,,,,,,,,,,,,,,,,36103,40.70729,-73.40317,,,Other,,,34.872,5278.53,,,,,NY0000059642,,,,No,No Violation Identified,0,0,NA,0,9.13248E+11,9753,0,,0,,0,,9.13248E+11,,,,,,,,02030202,020302020202,Seaford Creek-South Oyster Bay,Y,RCRA-IA-MN-G.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-G.png,Y,66,79,40,60,73,82,85,39,81,83,43,85,http://echo.epa.gov/detailed-facility-report?fid=110004309533
,,,,,,,,,,,,,,,,,,36081,40.708175,-73.793685,,,Other,,,82.583,22553.510000000002,,,,,NYP004390357,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,93,97,91,93,96,0,90,29,93,95,79,97,http://echo.epa.gov/detailed-facility-report?fid=110060170050
,,,,,,,,,,,,,,,,,,36103,40.826105999999996,-73.20736,,,Other,,,41.022,2912.92,,,,,NYD117119115,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010302,Nissequogue River,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,26,28,8,6,33,4,39,28,33,37,13,39,http://echo.epa.gov/detailed-facility-report?fid=110004381106
,,,,,,,,,,,,,,,,,,36119,41.02317,-73.71048,,,Other,,,40.045,3070.28,,,,,NYD986938322,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,011000060405,Blind Brook-Horseneck Brook,Y,RCRA-IA-MN-N.png,,,,,36119,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,0,62,63,46,50,16,45,39,48,67,50,67,http://echo.epa.gov/detailed-facility-report?fid=110004459611
,,,,,,,,,,,,,,,,,,36059,40.6648,-73.62798,,,Other,51331,,52.681000000000004,8582.03,,,,,NYP000938167,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020205,Milburn Creek-Middle Bay,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,62,54,20,41,47,29,55,19,42,57,27,62,http://echo.epa.gov/detailed-facility-report?fid=110017244980
,,,,,,,,,,,,,,,,,,36103,40.86288,-73.05426,,,Other,,,21.802,3700.57,,,,,NYD986884542,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020301,Town of Selden,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,40,38,15,10,35,12,44,15,37,49,16,49,http://echo.epa.gov/detailed-facility-report?fid=110009477583
,,,,,,,,,,,,,,,,,,36081,40.74603,-73.76581,,,Other,,,69.07600000000001,16289.93,,,,,NYP004353280,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020301020104,Flushing Creek-Flushing Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,87,86,79,85,87,88,85,27,75,86,67,88,http://echo.epa.gov/detailed-facility-report?fid=110060172156
,,,,,,,,,,,,,,,,,,36103,40.7506,-73.30502,,,Other,,,43.085,4404.97,,,,,NYN008007437,,,,No,No Violation Identified,0,0,NA,0,9.20938E+11,9664,0,,0,,0,,9.20938E+11,,,,,,,,02030202,020302020403,Sampawams Creek,Y,RCRA-IA-MN-G.png,,,,,36103,Private,,,RCRA-IA-MN-G.png,Y,56,72,42,27,64,37,79,48,76,86,47,86,http://echo.epa.gov/detailed-facility-report?fid=110004510495
,,,,,,,,,,,,,,,,,,36059,40.63968,-73.60788,,,Other,445110,,45.87,6506.4800000000005,,,,,NYR000222828,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020205,Milburn Creek-Middle Bay,Y,RCRA-IA-MN-N.png,,,,,36059,Private,,,RCRA-IA-MN-N.png,N,79,68,34,54,66,60,71,28,68,75,39,79,http://echo.epa.gov/detailed-facility-report?fid=110066947834
